"id","raw_body","expected_status"
"PB-11","{""id"": 1, ""name"": 12345, ""price"": 100000, ""quantity"": 1}","200"
"PB-12","{""id"": 1, ""name"": ""x"", ""price"": -500000, ""quantity"": 1}","200"
"PB-13","{""id"": 1, ""name"": ""x"", ""price"": 0, ""quantity"": 1}","200"
"PB-14","{""id"": 1, ""name"": ""x"", ""quantity"": 1}","200"
"PB-15","{""id"": 1, ""name"": ""x"", ""price"": ""100000"", ""quantity"": 1}","200"
"PB-16","{""id"": 1, ""name"": ""x"", ""price"": 1000000000000000, ""quantity"": 1}","200"
"PB-17","{""id"": 1, ""name"": ""x"", ""price"": 100000, ""quantity"": -3}","200"
"PB-18","{""id"": 1, ""name"": ""x"", ""price"": 100000, ""quantity"": 0}","200"
"PB-19","{""id"": 1, ""name"": ""x"", ""price"": 100000}","200"
"PB-20","{""id"": 1, ""name"": ""x"", ""price"": 100000, ""quantity"": 2.5}","200"
"PB-21","{""id"": 1, ""name"": ""x"", ""price"": 100000, ""quantity"": 1000000}","200"
"PB-22","{""id"": 1, ""name"": ""x"", ""price"": 100000, ""quantity"": ""5""}","200"
"PB-23","{}","200"
"PB-24","[1, 2, 3]","200"
"PB-25","null","400"
"PB-26","{bad json","400"
"PB-28","{""id"": 1, ""name"": ""x"", ""price"": 100000, ""quantity"": 1, ""discount"": 9999999, ""isFree"": true}","200"
